Category;F1 score;Pipeline_id;Pipeline;Validation set;Training dataset
Reinforcement Learning;0.8713799335883318;383_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/somef_data_description_test.csv;../data/somef_data_train.csv
Computer Vision;0.8511184879977314;386_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/somef_data_description.csv;../data/somef_data_train.csv
Computer Vision;0.8373045539467863;389_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/somef_data_description.csv;../data/somef_data_train.csv
Graphs;0.7913383313940072;390_Graphs;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomialnb', MultinomialNB())];../data/somef_data_description.csv;../data/somef_data_train.csv
Graphs;0.7886716791979951;389_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/somef_data_description.csv;../data/somef_data_train.csv
Natural Language Processing;0.7756863240903658;388_Natural Language Processing;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/somef_data_description.csv;../data/somef_data_train.csv
Natural Language Processing;0.7750470656874597;387_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/somef_data_description.csv;../data/somef_data_train.csv
Reinforcement Learning;0.8072498396053184;386_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/somef_data_description.csv;../data/somef_data_train.csv
Reinforcement Learning;0.7680447537181061;389_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/somef_data_description.csv;../data/somef_data_train.csv
Computer Vision;0.8364445878614775;392_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data.csv;../data/somef_data_train.csv
Computer Vision;0.8230392334765612;395_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/merged_abstracts_somef_data.csv;../data/somef_data_train.csv
Graphs;0.7741911985562018;396_Graphs;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomialnb', MultinomialNB())];../data/merged_abstracts_somef_data.csv;../data/somef_data_train.csv
Reinforcement Learning;0.7775629192475725;396_Reinforcement Learning;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomialnb', MultinomialNB())];../data/merged_abstracts_somef_data.csv;../data/somef_data_train.csv
Reinforcement Learning;0.7632991595679608;395_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/merged_abstracts_somef_data.csv;../data/somef_data_train.csv
Computer Vision;0.7950534093902235;398_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/somef_data.csv;../data/somef_data_train.csv
Computer Vision;0.7915455034796153;399_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/somef_data.csv;../data/somef_data_train.csv
Audio;0.9912814246752896;410_Audio;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/abstracts_test.csv;../data/abstracts.csv
Audio;0.9828550377846293;411_Audio;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/abstracts_test.csv;../data/abstracts.csv
Computer Vision;1.0;409_Computer Vision;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/abstracts_test.csv;../data/abstracts.csv
Computer Vision;1.0;410_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/abstracts_test.csv;../data/abstracts.csv
General;0.998178384661618;409_General;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/abstracts_test.csv;../data/abstracts.csv
General;0.9974966020247011;412_General;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/abstracts_test.csv;../data/abstracts.csv
Graphs;0.9526787584479317;410_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/abstracts_test.csv;../data/abstracts.csv
Graphs;0.8313029627385422;411_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/abstracts_test.csv;../data/abstracts.csv
Natural Language Processing;0.9937670013570923;412_Natural Language Processing;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/abstracts_test.csv;../data/abstracts.csv
Natural Language Processing;0.9890094927687312;411_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/abstracts_test.csv;../data/abstracts.csv
Reinforcement Learning;1.0;411_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/abstracts_test.csv;../data/abstracts.csv
Reinforcement Learning;1.0;412_Reinforcement Learning;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/abstracts_test.csv;../data/abstracts.csv
Sequential;1.0;411_Sequential;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/abstracts_test.csv;../data/abstracts.csv
Sequential;0.9635951065509076;412_Sequential;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/abstracts_test.csv;../data/abstracts.csv
Audio;0.9870854756544859;424_Audio;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Audio;0.948382373953275;422_Audio;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Computer Vision;0.9838090226938356;422_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Computer Vision;0.9815254273687828;424_Computer Vision;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
General;0.9708203572287548;424_General;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
General;0.9699681440644683;422_General;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Graphs;0.9171355778370848;422_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Graphs;0.806898246905407;425_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Natural Language Processing;0.9613002943206848;424_Natural Language Processing;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Natural Language Processing;0.9596058577198824;423_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Reinforcement Learning;0.9871666844742051;422_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Reinforcement Learning;0.9852077548831031;423_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Sequential;0.9890393906652939;423_Sequential;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Sequential;0.9847840506377092;424_Sequential;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_description.csv;../data/abstracts.csv
Audio;0.894517329027565;429_Audio;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Audio;0.8885119579777319;430_Audio;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Computer Vision;0.8948195503591269;428_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Computer Vision;0.890714095397346;427_Computer Vision;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
General;0.8576544966977696;430_General;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
General;0.8498583720932087;428_General;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Graphs;0.8301005667632204;428_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Natural Language Processing;0.8840103439266721;430_Natural Language Processing;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Natural Language Processing;0.8802317901675034;428_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Reinforcement Learning;0.9064473410743605;428_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Reinforcement Learning;0.90576303286994;430_Reinforcement Learning;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Sequential;0.8920305786936478;429_Sequential;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Sequential;0.8747598479685428;430_Sequential;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/abstracts.csv
Computer Vision;0.8025568797399784;438_Computer Vision;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomialnb', MultinomialNB())];../data/somef_data_description_test.csv;../data/abstracts.csv
Computer Vision;0.7831632653061225;437_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/somef_data_description_test.csv;../data/abstracts.csv
Reinforcement Learning;0.8140625;437_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/somef_data_description_test.csv;../data/abstracts.csv
Reinforcement Learning;0.8131297709923664;434_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/somef_data_description_test.csv;../data/abstracts.csv
Sequential;0.7834854595627256;434_Sequential;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/somef_data_description_test.csv;../data/abstracts.csv
Computer Vision;0.7714407686464969;444_Computer Vision;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomialnb', MultinomialNB())];../data/somef_data_description.csv;../data/abstracts.csv
Computer Vision;0.7630912162162162;443_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/somef_data_description.csv;../data/abstracts.csv
Graphs;0.7682281725473088;440_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/somef_data_description.csv;../data/abstracts.csv
Natural Language Processing;0.7550136853014343;443_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/somef_data_description.csv;../data/abstracts.csv
Natural Language Processing;0.7527903291070948;444_Natural Language Processing;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomialnb', MultinomialNB())];../data/somef_data_description.csv;../data/abstracts.csv
Reinforcement Learning;0.8141019444017428;443_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/somef_data_description.csv;../data/abstracts.csv
Reinforcement Learning;0.8081576868581746;439_Reinforcement Learning;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/somef_data_description.csv;../data/abstracts.csv
Audio;0.8972560447516105;447_Audio;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Audio;0.8972560447516105;448_Audio;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Computer Vision;0.9026903231086878;446_Computer Vision;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Computer Vision;0.9002231093374204;445_Computer Vision;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
General;0.8672347654846203;448_General;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
General;0.8655842551355464;446_General;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Graphs;0.8465797073930945;446_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Natural Language Processing;0.8991886808986842;446_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Natural Language Processing;0.8985954377223201;448_Natural Language Processing;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Reinforcement Learning;0.9153121637046518;448_Reinforcement Learning;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Reinforcement Learning;0.9142665081914068;446_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Sequential;0.8986821245790297;447_Sequential;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Sequential;0.8766977306548285;448_Sequential;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data.csv;../data/abstracts.csv
Graphs;0.8942609083536663;464_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/abstracts_test.csv;../data/somef_data_description.csv
Natural Language Processing;0.9364413611756528;464_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/abstracts_test.csv;../data/somef_data_description.csv
Natural Language Processing;0.8785160101382916;467_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/abstracts_test.csv;../data/somef_data_description.csv
Reinforcement Learning;0.8893361417798665;464_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/abstracts_test.csv;../data/somef_data_description.csv
Graphs;0.8618336616142075;476_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_description.csv;../data/somef_data_description.csv
Natural Language Processing;0.7899663144584845;479_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];../data/merged_abstracts_somef_data_description.csv;../data/somef_data_description.csv
Natural Language Processing;0.7748548990175002;478_Natural Language Processing;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('randomforest', RandomForestClassifier(random_state=1))];../data/merged_abstracts_somef_data_description.csv;../data/somef_data_description.csv
Reinforcement Learning;0.7896173328426388;476_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_description.csv;../data/somef_data_description.csv
Natural Language Processing;0.8292295582739584;482_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/merged_abstracts_somef_data_somef_data_description.csv;../data/somef_data_description.csv
Graphs;0.8233931538174434;488_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/abstracts.csv;../data/somef_data_description.csv
Natural Language Processing;0.9149321176624641;488_Natural Language Processing;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f2691aad1f0>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];../data/abstracts.csv;../data/somef_data_description.csv
